# Residuals  
# Time       	Ux           	p_rgh        	C            	T            
30.4627      	8.186570e-05	1.945910e-05	3.985520e-05	4.125350e-06
30.4634      	8.186110e-05	1.946060e-05	3.985540e-05	4.125430e-06
30.4641      	8.185660e-05	1.946220e-05	3.985570e-05	4.125520e-06
30.4647      	8.185210e-05	1.946370e-05	3.985590e-05	4.125600e-06
30.4654      	8.174450e-05	2.058460e-05	3.980680e-05	4.120640e-06
30.466       	8.189230e-05	1.943130e-05	3.980850e-05	4.120670e-06
30.4667      	8.174640e-05	1.943220e-05	3.980900e-05	4.120750e-06
30.4674      	8.174070e-05	1.943710e-05	3.980950e-05	4.120840e-06
30.468       	8.172830e-05	1.943900e-05	3.980980e-05	4.120920e-06
30.4687      	8.173210e-05	1.944070e-05	3.981010e-05	4.121010e-06
30.4694      	8.173330e-05	1.944230e-05	3.981040e-05	4.121090e-06
30.47        	8.172850e-05	1.944380e-05	3.981070e-05	4.121180e-06
30.4707      	8.172300e-05	1.944520e-05	3.981090e-05	4.121260e-06
30.4713      	8.171750e-05	1.944660e-05	3.981120e-05	4.121350e-06
30.472       	8.171230e-05	1.944810e-05	3.981140e-05	4.121430e-06
30.4727      	8.170720e-05	1.944950e-05	3.981170e-05	4.121520e-06
30.4733      	8.170210e-05	1.945100e-05	3.981190e-05	4.121600e-06
30.474       	8.169680e-05	1.945250e-05	3.981210e-05	4.121690e-06
30.4747      	8.169150e-05	1.945390e-05	3.981230e-05	4.121770e-06
30.4753      	8.168610e-05	1.945540e-05	3.981260e-05	4.121860e-06
30.476       	8.168070e-05	1.945690e-05	3.981280e-05	4.121950e-06
30.4766      	8.167540e-05	1.945840e-05	3.981300e-05	4.122030e-06
30.4773      	8.167010e-05	1.945990e-05	3.981320e-05	4.122120e-06
30.478       	8.166490e-05	1.946140e-05	3.981340e-05	4.122200e-06
30.4786      	8.165970e-05	1.946290e-05	3.981360e-05	4.122290e-06
30.4793      	8.165470e-05	1.946440e-05	3.981380e-05	4.122370e-06
30.48        	8.164960e-05	1.946590e-05	3.981400e-05	4.122460e-06
30.4806      	8.164470e-05	1.946740e-05	3.981420e-05	4.122540e-06
30.4813      	8.163980e-05	1.946900e-05	3.981440e-05	4.122630e-06
30.4819      	8.163490e-05	1.947050e-05	3.981460e-05	4.122710e-06
30.4826      	8.163010e-05	1.947200e-05	3.981480e-05	4.122800e-06
30.4833      	8.162530e-05	1.947350e-05	3.981500e-05	4.122880e-06
30.4839      	8.162050e-05	1.947510e-05	3.981520e-05	4.122970e-06
30.4846      	8.161580e-05	1.947660e-05	3.981530e-05	4.123050e-06
30.4853      	8.161110e-05	1.947810e-05	3.981550e-05	4.123140e-06
30.4859      	8.160640e-05	1.947970e-05	3.981570e-05	4.123220e-06
30.4866      	8.160170e-05	1.948120e-05	3.981590e-05	4.123310e-06
30.4872      	8.159700e-05	1.948270e-05	3.981610e-05	4.123390e-06
30.4879      	8.159240e-05	1.948420e-05	3.981620e-05	4.123480e-06
30.4886      	8.158780e-05	1.948580e-05	3.981640e-05	4.123560e-06
30.4892      	8.158310e-05	1.948730e-05	3.981660e-05	4.123650e-06
30.4899      	8.157850e-05	1.948880e-05	3.981670e-05	4.123730e-06
30.4906      	8.157390e-05	1.949040e-05	3.981690e-05	4.123820e-06
30.4912      	8.156940e-05	1.949190e-05	3.981710e-05	4.123900e-06
30.4919      	8.156480e-05	1.949340e-05	3.981720e-05	4.123990e-06
30.4925      	8.156020e-05	1.949500e-05	3.981740e-05	4.124070e-06
30.4932      	8.155570e-05	1.949650e-05	3.981760e-05	4.124160e-06
30.4939      	8.155120e-05	1.949800e-05	3.981770e-05	4.124240e-06
30.4945      	8.154670e-05	1.949960e-05	3.981790e-05	4.124330e-06
30.4952      	8.154220e-05	1.950110e-05	3.981800e-05	4.124410e-06
30.4959      	8.153770e-05	1.950270e-05	3.981820e-05	4.124500e-06
30.4965      	8.153320e-05	1.950420e-05	3.981830e-05	4.124580e-06
30.4972      	8.152880e-05	1.950570e-05	3.981850e-05	4.124670e-06
30.4978      	8.152430e-05	1.950730e-05	3.981860e-05	4.124750e-06
30.4985      	8.151980e-05	1.950880e-05	3.981880e-05	4.124840e-06
30.4992      	8.151540e-05	1.951040e-05	3.981890e-05	4.124920e-06
30.4998      	8.151090e-05	1.951190e-05	3.981900e-05	4.125010e-06
30.5005      	8.150640e-05	1.951340e-05	3.981920e-05	4.125090e-06
30.5012      	8.150200e-05	1.951500e-05	3.981930e-05	4.125180e-06
30.5018      	8.149750e-05	1.951650e-05	3.981940e-05	4.125260e-06
30.5025      	8.149310e-05	1.951810e-05	3.981960e-05	4.125350e-06
30.5031      	8.148860e-05	1.951960e-05	3.981970e-05	4.125430e-06
30.5038      	8.148420e-05	1.952120e-05	3.981980e-05	4.125520e-06
30.5045      	8.147970e-05	1.952270e-05	3.982000e-05	4.125600e-06
30.5051      	8.147530e-05	1.952430e-05	3.982010e-05	4.125690e-06
30.5058      	8.147090e-05	1.952580e-05	3.982020e-05	4.125770e-06
30.5065      	8.146640e-05	1.952740e-05	3.982030e-05	4.125860e-06
30.5071      	8.146200e-05	1.952890e-05	3.982050e-05	4.125940e-06
30.5078      	8.145760e-05	1.953050e-05	3.982060e-05	4.126030e-06
30.5084      	8.145330e-05	1.953200e-05	3.982070e-05	4.126110e-06
30.5091      	8.144890e-05	1.953360e-05	3.982080e-05	4.126200e-06
30.5098      	8.144450e-05	1.953520e-05	3.982090e-05	4.126280e-06
30.5104      	8.144010e-05	1.953670e-05	3.982100e-05	4.126370e-06
30.5111      	8.143580e-05	1.953830e-05	3.982110e-05	4.126450e-06
30.5118      	8.143140e-05	1.953990e-05	3.982120e-05	4.126540e-06
30.5124      	8.142700e-05	1.954150e-05	3.982130e-05	4.126620e-06
30.5131      	8.142270e-05	1.954320e-05	3.982140e-05	4.126710e-06
30.5137      	8.141830e-05	1.954500e-05	3.982150e-05	4.126790e-06
30.5144      	8.141400e-05	1.954720e-05	3.982160e-05	4.126880e-06
30.5151      	8.140970e-05	1.954960e-05	3.982170e-05	4.126960e-06
30.5157      	8.140530e-05	1.955200e-05	3.982180e-05	4.127050e-06
30.5164      	8.140100e-05	1.955440e-05	3.982190e-05	4.127130e-06
30.5171      	8.139670e-05	1.955670e-05	3.982200e-05	4.127220e-06
30.5177      	8.139240e-05	1.955910e-05	3.982210e-05	4.127300e-06
30.5184      	8.138810e-05	1.956150e-05	3.982220e-05	4.127390e-06
30.519       	8.138390e-05	1.956390e-05	3.982230e-05	4.127470e-06
30.5197      	8.137960e-05	1.956620e-05	3.982240e-05	4.127560e-06
30.5204      	8.137540e-05	1.956860e-05	3.982240e-05	4.127640e-06
30.521       	8.137120e-05	1.957100e-05	3.982250e-05	4.127730e-06
30.5217      	8.136700e-05	1.957330e-05	3.982260e-05	4.127810e-06
30.5224      	8.136290e-05	1.957570e-05	3.982270e-05	4.127900e-06
30.523       	8.135880e-05	1.957810e-05	3.982270e-05	4.127980e-06
30.5237      	8.135490e-05	1.958050e-05	3.982280e-05	4.128070e-06
30.5243      	8.135100e-05	1.958280e-05	3.982290e-05	4.128150e-06
30.525       	8.134730e-05	1.958520e-05	3.982300e-05	4.128240e-06
30.5257      	8.134420e-05	1.958760e-05	3.982300e-05	4.128320e-06
30.5263      	8.134410e-05	1.958990e-05	3.982310e-05	4.128410e-06
30.527       	8.134550e-05	1.959230e-05	3.982320e-05	4.128490e-06
30.5277      	8.134690e-05	1.959470e-05	3.982320e-05	4.128580e-06
30.5283      	8.134830e-05	1.959700e-05	3.982330e-05	4.128660e-06
30.529       	8.134960e-05	1.959940e-05	3.982330e-05	4.128750e-06
30.5296      	8.135100e-05	1.960180e-05	3.982340e-05	4.128830e-06
30.5303      	8.135240e-05	1.960410e-05	3.982340e-05	4.128920e-06
30.531       	8.135380e-05	1.960650e-05	3.982350e-05	4.129000e-06
30.5316      	8.135520e-05	1.960890e-05	3.982350e-05	4.129090e-06
30.5323      	8.135650e-05	1.961120e-05	3.982360e-05	4.129170e-06
30.533       	8.135790e-05	1.961360e-05	3.982360e-05	4.129260e-06
30.5336      	8.135930e-05	1.961600e-05	3.982370e-05	4.129340e-06
30.5343      	8.136070e-05	1.961830e-05	3.982370e-05	4.129430e-06
30.5349      	8.136200e-05	1.962070e-05	3.982380e-05	4.129510e-06
30.5356      	8.136340e-05	1.962310e-05	3.982380e-05	4.129600e-06
30.5363      	8.136480e-05	1.962540e-05	3.982380e-05	4.129680e-06
30.5369      	8.136620e-05	1.962780e-05	3.982390e-05	4.129760e-06
30.5376      	8.136750e-05	1.963020e-05	3.982390e-05	4.129850e-06
30.5383      	8.136890e-05	1.963250e-05	3.982390e-05	4.129930e-06
30.5389      	8.137030e-05	1.963490e-05	3.982400e-05	4.130020e-06
30.5396      	8.137170e-05	1.963730e-05	3.982400e-05	4.130100e-06
30.5402      	8.137310e-05	1.963960e-05	3.982400e-05	4.130190e-06
30.5409      	8.137440e-05	1.964200e-05	3.982400e-05	4.130270e-06
30.5416      	8.137580e-05	1.964430e-05	3.982410e-05	4.130360e-06
30.5422      	8.137720e-05	1.964670e-05	3.982410e-05	4.130440e-06
30.5429      	8.137860e-05	1.964910e-05	3.982410e-05	4.130530e-06
30.5436      	8.138000e-05	1.965140e-05	3.982410e-05	4.130610e-06
30.5442      	8.138140e-05	1.965380e-05	3.982410e-05	4.130700e-06
30.5449      	8.138270e-05	1.965610e-05	3.982410e-05	4.130780e-06
30.5455      	8.138410e-05	1.965850e-05	3.982500e-05	4.130870e-06
30.5462      	8.138550e-05	1.966090e-05	3.982600e-05	4.130950e-06
30.5469      	8.138690e-05	1.966330e-05	3.982700e-05	4.131040e-06
30.5475      	8.138830e-05	1.966570e-05	3.982810e-05	4.131120e-06
30.5482      	8.138970e-05	1.966820e-05	3.982910e-05	4.131210e-06
30.5489      	8.139100e-05	1.967060e-05	3.983010e-05	4.131290e-06
30.5495      	8.139240e-05	1.967310e-05	3.983110e-05	4.131380e-06
30.5502      	8.139380e-05	1.967550e-05	3.983210e-05	4.131460e-06
30.5508      	8.139520e-05	1.967790e-05	3.983310e-05	4.131550e-06
30.5515      	8.139660e-05	1.968040e-05	3.983410e-05	4.131630e-06
30.5522      	8.139800e-05	1.968280e-05	3.983510e-05	4.131720e-06
30.5528      	8.139940e-05	1.968530e-05	3.983610e-05	4.131800e-06
30.5535      	8.140080e-05	1.968770e-05	3.983710e-05	4.131880e-06
30.5542      	8.140210e-05	1.969010e-05	3.983810e-05	4.131970e-06
30.5548      	8.140350e-05	1.969260e-05	3.983910e-05	4.132050e-06
30.5555      	8.140490e-05	1.969500e-05	3.984010e-05	4.132140e-06
30.5561      	8.140630e-05	1.969740e-05	3.984110e-05	4.132220e-06
30.5568      	8.140770e-05	1.969990e-05	3.984210e-05	4.132310e-06
30.5575      	8.140910e-05	1.970230e-05	3.984310e-05	4.132390e-06
30.5581      	8.141050e-05	1.970480e-05	3.984410e-05	4.132480e-06
30.5588      	8.141180e-05	1.970720e-05	3.984510e-05	4.132560e-06
30.5595      	8.141320e-05	1.970960e-05	3.984610e-05	4.132650e-06
30.5601      	8.141460e-05	1.971210e-05	3.984710e-05	4.132730e-06
30.5608      	8.141600e-05	1.971450e-05	3.984800e-05	4.132820e-06
30.5614      	8.141740e-05	1.971690e-05	3.984900e-05	4.132900e-06
30.5621      	8.141880e-05	1.971940e-05	3.985000e-05	4.132990e-06
30.5628      	8.142010e-05	1.972180e-05	3.985100e-05	4.133070e-06
30.5634      	8.142150e-05	1.972420e-05	3.985190e-05	4.133160e-06
30.5641      	8.142290e-05	1.972670e-05	3.985290e-05	4.133240e-06
30.5647      	8.142430e-05	1.972910e-05	3.985390e-05	4.133330e-06
30.5654      	8.142570e-05	1.973150e-05	3.985490e-05	4.133410e-06
30.5661      	8.142700e-05	1.973400e-05	3.985580e-05	4.133490e-06
30.5667      	8.142840e-05	1.973640e-05	3.985680e-05	4.133580e-06
30.5674      	8.142980e-05	1.973880e-05	3.985780e-05	4.133660e-06
30.5681      	8.143110e-05	1.974130e-05	3.985870e-05	4.133750e-06
30.5687      	8.143250e-05	1.974370e-05	3.985970e-05	4.133830e-06
30.5694      	8.143390e-05	1.974610e-05	3.986060e-05	4.133920e-06
30.57        	8.143520e-05	1.974860e-05	3.986160e-05	4.134000e-06
30.5707      	8.143660e-05	1.975100e-05	3.986250e-05	4.134090e-06
30.5714      	8.143800e-05	1.975340e-05	3.986350e-05	4.134170e-06
30.572       	8.143930e-05	1.975580e-05	3.986450e-05	4.134260e-06
30.5727      	8.144070e-05	1.975830e-05	3.986540e-05	4.134340e-06
30.5734      	8.144200e-05	1.976070e-05	3.986630e-05	4.134430e-06
30.574       	8.144340e-05	1.976310e-05	3.986730e-05	4.134510e-06
30.5747      	8.144470e-05	1.976560e-05	3.986820e-05	4.134600e-06
30.5753      	8.144610e-05	1.976800e-05	3.986920e-05	4.134680e-06
30.576       	8.144750e-05	1.977040e-05	3.987010e-05	4.134760e-06
30.5767      	8.144880e-05	1.977280e-05	3.987110e-05	4.134850e-06
30.5773      	8.145020e-05	1.977530e-05	3.987200e-05	4.134930e-06
30.578       	8.145150e-05	1.977770e-05	3.987290e-05	4.135020e-06
30.5787      	8.145290e-05	1.978010e-05	3.987390e-05	4.135100e-06
30.5793      	8.145420e-05	1.978250e-05	3.987480e-05	4.135190e-06
30.58        	8.145550e-05	1.978500e-05	3.987570e-05	4.135270e-06
30.5806      	8.145690e-05	1.978740e-05	3.987670e-05	4.135360e-06
30.5813      	8.145820e-05	1.978980e-05	3.987760e-05	4.135440e-06
30.582       	8.145950e-05	1.979220e-05	3.987850e-05	4.135530e-06
30.5826      	8.146080e-05	1.979470e-05	3.987940e-05	4.135610e-06
30.5833      	8.146210e-05	1.979710e-05	3.988030e-05	4.135700e-06
30.584       	8.146340e-05	1.979950e-05	3.988130e-05	4.135780e-06
30.5846      	8.146470e-05	1.980190e-05	3.988220e-05	4.135870e-06
30.5853      	8.146600e-05	1.980430e-05	3.988310e-05	4.135950e-06
30.5859      	8.146730e-05	1.980680e-05	3.988400e-05	4.136030e-06
30.5866      	8.146860e-05	1.980920e-05	3.988490e-05	4.136120e-06
30.5873      	8.146980e-05	1.981160e-05	3.988580e-05	4.136200e-06
30.5879      	8.147110e-05	1.981400e-05	3.988670e-05	4.136290e-06
30.5886      	8.147230e-05	1.981650e-05	3.988760e-05	4.136370e-06
30.5893      	8.147360e-05	1.981890e-05	3.988860e-05	4.136460e-06
30.5899      	8.147480e-05	1.982130e-05	3.988950e-05	4.136540e-06
30.5906      	8.147600e-05	1.982370e-05	3.989040e-05	4.136630e-06
30.5912      	8.147720e-05	1.982610e-05	3.989130e-05	4.136710e-06
30.5919      	8.147830e-05	1.982850e-05	3.989220e-05	4.136800e-06
30.5926      	8.147930e-05	1.983100e-05	3.989310e-05	4.136880e-06
30.5932      	8.148030e-05	1.983340e-05	3.989390e-05	4.136960e-06
30.5939      	8.148090e-05	1.983580e-05	3.989480e-05	4.137050e-06
30.5946      	8.148260e-05	1.983820e-05	3.989570e-05	4.137130e-06
30.5952      	8.135200e-05	2.135550e-05	3.983150e-05	4.130550e-06
30.5959      	8.180410e-05	2.157470e-05	3.989990e-05	4.137220e-06
30.5965      	8.257490e-05	2.138120e-05	3.983380e-05	4.130690e-06
30.5972      	8.168730e-05	1.981010e-05	3.983670e-05	4.130710e-06
30.5979      	8.126600e-05	1.979860e-05	3.983760e-05	4.130800e-06
30.5985      	8.158450e-05	1.981260e-05	3.983890e-05	4.130880e-06
30.5992      	8.141690e-05	1.981350e-05	3.984000e-05	4.130960e-06
30.5999      	8.137270e-05	1.981430e-05	3.984090e-05	4.131050e-06
30.6005      	8.138880e-05	1.981690e-05	3.984190e-05	4.131130e-06
30.6012      	8.138740e-05	1.981920e-05	3.984280e-05	4.131220e-06
30.6018      	8.138450e-05	1.982130e-05	3.984370e-05	4.131300e-06
30.6025      	8.138490e-05	1.982350e-05	3.984470e-05	4.131390e-06
30.6032      	8.138520e-05	1.982580e-05	3.984560e-05	4.131470e-06
30.6038      	8.138530e-05	1.982800e-05	3.984640e-05	4.131560e-06
30.6045      	8.138550e-05	1.983030e-05	3.984730e-05	4.131640e-06
30.6051      	8.138560e-05	1.983260e-05	3.984820e-05	4.131720e-06
30.6058      	8.138550e-05	1.983500e-05	3.984910e-05	4.131810e-06
30.6065      	8.138550e-05	1.983730e-05	3.985000e-05	4.131890e-06
30.6071      	8.138560e-05	1.983970e-05	3.985080e-05	4.131980e-06
30.6078      	8.138580e-05	1.984200e-05	3.985170e-05	4.132060e-06
30.6085      	8.138600e-05	1.984440e-05	3.985260e-05	4.132150e-06
30.6091      	8.138630e-05	1.984670e-05	3.985340e-05	4.132230e-06
30.6098      	8.138670e-05	1.984910e-05	3.985430e-05	4.132310e-06
30.6104      	8.138720e-05	1.985150e-05	3.985520e-05	4.132400e-06
30.6111      	8.138780e-05	1.985380e-05	3.985600e-05	4.132480e-06
30.6118      	8.138840e-05	1.985620e-05	3.985690e-05	4.132570e-06
30.6124      	8.138910e-05	1.985860e-05	3.985770e-05	4.132650e-06
30.6131      	8.138990e-05	1.986100e-05	3.985850e-05	4.132730e-06
30.6137      	8.139070e-05	1.986340e-05	3.985940e-05	4.132820e-06
30.6144      	8.139160e-05	1.986570e-05	3.986020e-05	4.132900e-06
30.6151      	8.139240e-05	1.986810e-05	3.986110e-05	4.132990e-06
30.6157      	8.139340e-05	1.987050e-05	3.986190e-05	4.133070e-06
30.6164      	8.139430e-05	1.987290e-05	3.986270e-05	4.133160e-06
30.6171      	8.139530e-05	1.987530e-05	3.986360e-05	4.133240e-06
30.6177      	8.139630e-05	1.987770e-05	3.986440e-05	4.133320e-06
30.6184      	8.139740e-05	1.988010e-05	3.986520e-05	4.133410e-06
30.619       	8.139840e-05	1.988250e-05	3.986610e-05	4.133490e-06
30.6197      	8.139950e-05	1.988480e-05	3.986690e-05	4.133580e-06
30.6204      	8.140060e-05	1.988720e-05	3.986770e-05	4.133660e-06
30.621       	8.140170e-05	1.988960e-05	3.986850e-05	4.133750e-06
30.6217      	8.140280e-05	1.989200e-05	3.986940e-05	4.133830e-06
30.6223      	8.140390e-05	1.989440e-05	3.987020e-05	4.133910e-06
30.623       	8.140510e-05	1.989680e-05	3.987100e-05	4.134000e-06
30.6237      	8.140620e-05	1.989920e-05	3.987180e-05	4.134080e-06
30.6243      	8.140730e-05	1.990160e-05	3.987260e-05	4.134170e-06
30.625       	8.140850e-05	1.990400e-05	3.987340e-05	4.134250e-06
30.6256      	8.140970e-05	1.990630e-05	3.987420e-05	4.134330e-06
30.6263      	8.141080e-05	1.990870e-05	3.987500e-05	4.134420e-06
30.627       	8.141200e-05	1.991110e-05	3.987580e-05	4.134500e-06
30.6276      	8.141320e-05	1.991350e-05	3.987660e-05	4.134590e-06
30.6283      	8.141440e-05	1.991590e-05	3.987740e-05	4.134670e-06
30.629       	8.141550e-05	1.991830e-05	3.987820e-05	4.134750e-06
30.6296      	8.141670e-05	1.992070e-05	3.987900e-05	4.134840e-06
30.6303      	8.141790e-05	1.992310e-05	3.987980e-05	4.134920e-06
30.6309      	8.141910e-05	1.992540e-05	3.988060e-05	4.135010e-06
30.6316      	8.142030e-05	1.992780e-05	3.988140e-05	4.135090e-06
30.6323      	8.142150e-05	1.993020e-05	3.988220e-05	4.135180e-06
30.6329      	8.142270e-05	1.993260e-05	3.988300e-05	4.135260e-06
30.6336      	8.142380e-05	1.993500e-05	3.988380e-05	4.135340e-06
30.6342      	8.142500e-05	1.993740e-05	3.988460e-05	4.135430e-06
30.6349      	8.142630e-05	1.993980e-05	3.988530e-05	4.135510e-06
30.6356      	8.142750e-05	1.994210e-05	3.988610e-05	4.135600e-06
30.6362      	8.142870e-05	1.994450e-05	3.988690e-05	4.135680e-06
30.6369      	8.142990e-05	1.994690e-05	3.988770e-05	4.135760e-06
30.6376      	8.143110e-05	1.994930e-05	3.988850e-05	4.135850e-06
30.6382      	8.143230e-05	1.995170e-05	3.988920e-05	4.135930e-06
30.6389      	8.143350e-05	1.995410e-05	3.989000e-05	4.136020e-06
30.6395      	8.143470e-05	1.995640e-05	3.989080e-05	4.136100e-06
30.6402      	8.143590e-05	1.995880e-05	3.989150e-05	4.136180e-06
30.6409      	8.143710e-05	1.996120e-05	3.989230e-05	4.136270e-06
30.6415      	8.143830e-05	1.996360e-05	3.989310e-05	4.136350e-06
30.6422      	8.143950e-05	1.996600e-05	3.989380e-05	4.136440e-06
30.6428      	8.144080e-05	1.996840e-05	3.989460e-05	4.136520e-06
30.6435      	8.144200e-05	1.997070e-05	3.989530e-05	4.136600e-06
30.6442      	8.144320e-05	1.997310e-05	3.989610e-05	4.136690e-06
30.6448      	8.144440e-05	1.997550e-05	3.989690e-05	4.136770e-06
30.6455      	8.144560e-05	1.997790e-05	3.989760e-05	4.136860e-06
30.6462      	8.144680e-05	1.998030e-05	3.989840e-05	4.136940e-06
30.6468      	8.144800e-05	1.998260e-05	3.989910e-05	4.137030e-06
30.6475      	8.144920e-05	1.998500e-05	3.989990e-05	4.137110e-06
30.6481      	8.145040e-05	1.998740e-05	3.990060e-05	4.137190e-06
30.6488      	8.145160e-05	1.998980e-05	3.990130e-05	4.137280e-06
30.6495      	8.145280e-05	1.999210e-05	3.990210e-05	4.137360e-06
30.6501      	8.145400e-05	1.999460e-05	3.990280e-05	4.137450e-06
30.6508      	8.145520e-05	1.999720e-05	3.990360e-05	4.137530e-06
30.6514      	8.145640e-05	1.999980e-05	3.990430e-05	4.137610e-06
30.6521      	8.145770e-05	2.000230e-05	3.990500e-05	4.137700e-06
30.6528      	8.145890e-05	2.000490e-05	3.990580e-05	4.137780e-06
30.6534      	8.146010e-05	2.000750e-05	3.990650e-05	4.137870e-06
30.6541      	8.146130e-05	2.001000e-05	3.990720e-05	4.137950e-06
30.6547      	8.146250e-05	2.001260e-05	3.990790e-05	4.138030e-06
30.6554      	8.146370e-05	2.001520e-05	3.990870e-05	4.138120e-06
30.6561      	8.146490e-05	2.001770e-05	3.990940e-05	4.138200e-06
30.6567      	8.146610e-05	2.002030e-05	3.991010e-05	4.138290e-06
30.6574      	8.146730e-05	2.002280e-05	3.991080e-05	4.138370e-06
30.6581      	8.146850e-05	2.002540e-05	3.991160e-05	4.138450e-06
30.6587      	8.146970e-05	2.002800e-05	3.991230e-05	4.138540e-06
30.6594      	8.147090e-05	2.003050e-05	3.991300e-05	4.138620e-06
30.66        	8.147210e-05	2.003310e-05	3.991370e-05	4.138710e-06
30.6607      	8.147330e-05	2.003570e-05	3.991440e-05	4.138790e-06
30.6614      	8.147450e-05	2.003820e-05	3.991510e-05	4.138870e-06
30.662       	8.147570e-05	2.004080e-05	3.991580e-05	4.138960e-06
30.6627      	8.147690e-05	2.004330e-05	3.991650e-05	4.139040e-06
30.6633      	8.147810e-05	2.004590e-05	3.991720e-05	4.139120e-06
30.664       	8.147930e-05	2.004850e-05	3.991790e-05	4.139210e-06
30.6647      	8.148060e-05	2.005100e-05	3.991860e-05	4.139290e-06
30.6653      	8.148180e-05	2.005360e-05	3.991930e-05	4.139380e-06
30.666       	8.148300e-05	2.005610e-05	3.992000e-05	4.139460e-06
30.6667      	8.148420e-05	2.005870e-05	3.992070e-05	4.139540e-06
30.6673      	8.148540e-05	2.006130e-05	3.992140e-05	4.139630e-06
30.668       	8.148650e-05	2.006380e-05	3.992200e-05	4.139710e-06
30.6686      	8.148770e-05	2.006640e-05	3.992260e-05	4.139800e-06
30.6693      	8.148890e-05	2.006890e-05	3.992320e-05	4.139880e-06
30.67        	8.149010e-05	2.007150e-05	3.992380e-05	4.139960e-06
30.6706      	8.149130e-05	2.007400e-05	3.992430e-05	4.140050e-06
30.6713      	8.149250e-05	2.007660e-05	3.992490e-05	4.140130e-06
30.6719      	8.149370e-05	2.007910e-05	3.992550e-05	4.140220e-06
30.6726      	8.149490e-05	2.008170e-05	3.992610e-05	4.140300e-06
30.6733      	8.149610e-05	2.008420e-05	3.992670e-05	4.140380e-06
30.6739      	8.149730e-05	2.008680e-05	3.992730e-05	4.140470e-06
30.6746      	8.149850e-05	2.008940e-05	3.992780e-05	4.140550e-06
30.6753      	8.149970e-05	2.009190e-05	3.992840e-05	4.140640e-06
30.6759      	8.150090e-05	2.009450e-05	3.992900e-05	4.140720e-06
30.6766      	8.150210e-05	2.009700e-05	3.992950e-05	4.140800e-06
30.6772      	8.150330e-05	2.009960e-05	3.993010e-05	4.140890e-06
30.6779      	8.150450e-05	2.010210e-05	3.993070e-05	4.140970e-06
30.6786      	8.150570e-05	2.010470e-05	3.993120e-05	4.141060e-06
30.6792      	8.150690e-05	2.010720e-05	3.993180e-05	4.141140e-06
30.6799      	8.150810e-05	2.010980e-05	3.993240e-05	4.141220e-06
30.6805      	8.150930e-05	2.011230e-05	3.993290e-05	4.141310e-06
30.6812      	8.151060e-05	2.011490e-05	3.993350e-05	4.141390e-06
30.6819      	8.151180e-05	2.011740e-05	3.993400e-05	4.141470e-06
30.6825      	8.151300e-05	2.012000e-05	3.993460e-05	4.141560e-06
30.6832      	8.151420e-05	2.012250e-05	3.993510e-05	4.141640e-06
30.6839      	8.151540e-05	2.012500e-05	3.993570e-05	4.141730e-06
30.6845      	8.151660e-05	2.012760e-05	3.993620e-05	4.141810e-06
30.6852      	8.151780e-05	2.013010e-05	3.993680e-05	4.141890e-06
30.6858      	8.151900e-05	2.013270e-05	3.993730e-05	4.141980e-06
30.6865      	8.152020e-05	2.013520e-05	3.993790e-05	4.142060e-06
30.6872      	8.152140e-05	2.013780e-05	3.993840e-05	4.142150e-06
30.6878      	8.152260e-05	2.014030e-05	3.993900e-05	4.142230e-06
30.6885      	8.152380e-05	2.014290e-05	3.993950e-05	4.142310e-06
30.6891      	8.152500e-05	2.014540e-05	3.994000e-05	4.142400e-06
30.6898      	8.152620e-05	2.014800e-05	3.994060e-05	4.142480e-06
30.6905      	8.152740e-05	2.015050e-05	3.994110e-05	4.142560e-06
30.6911      	8.152860e-05	2.015300e-05	3.994160e-05	4.142650e-06
30.6918      	8.152990e-05	2.015560e-05	3.994210e-05	4.142730e-06
30.6924      	8.153110e-05	2.015810e-05	3.994270e-05	4.142820e-06
30.6931      	8.153230e-05	2.016070e-05	3.994320e-05	4.142900e-06
30.6938      	8.153350e-05	2.016320e-05	3.994370e-05	4.142980e-06
30.6944      	8.153470e-05	2.016570e-05	3.994420e-05	4.143070e-06
30.6951      	8.153590e-05	2.016830e-05	3.994480e-05	4.143150e-06
30.6958      	8.153710e-05	2.017080e-05	3.994530e-05	4.143230e-06
30.6964      	8.153830e-05	2.017340e-05	3.994580e-05	4.143320e-06
30.6971      	8.153960e-05	2.017590e-05	3.994630e-05	4.143400e-06
30.6977      	8.154080e-05	2.017840e-05	3.994680e-05	4.143490e-06
30.6984      	8.154210e-05	2.018100e-05	3.994730e-05	4.143570e-06
30.6991      	8.154340e-05	2.018350e-05	3.994780e-05	4.143650e-06
30.6997      	8.154470e-05	2.018610e-05	3.994830e-05	4.143740e-06
30.7004      	8.154600e-05	2.018860e-05	3.994880e-05	4.143820e-06
30.701       	8.154730e-05	2.019110e-05	3.994930e-05	4.143900e-06
30.7017      	8.154850e-05	2.019370e-05	3.994980e-05	4.143990e-06
30.7024      	8.154980e-05	2.019620e-05	3.995030e-05	4.144070e-06
30.703       	8.155110e-05	2.019870e-05	3.995080e-05	4.144160e-06
30.7037      	8.155240e-05	2.020130e-05	3.995130e-05	4.144240e-06
30.7044      	8.155370e-05	2.020380e-05	3.995180e-05	4.144320e-06
30.705       	8.155500e-05	2.020630e-05	3.995230e-05	4.144410e-06
30.7057      	8.155630e-05	2.020890e-05	3.995280e-05	4.144490e-06
